# name|lat|lon|elevation_m|radius_km
Oyotún|-6.8444|-79.3009|-320|22.0
Merrifield|38.8743|-77.2269|1085|22.0
Vorsma|55.9906|43.2725|2318|22.0
New Springville|40.5934|-74.1632|1028|22.0
Tápiószecső|47.4500|19.6092|1737|22.0
Brejolândia|-12.4856|-43.9610|419|22.0
K’ola Diba|12.4242|37.3250|949|22.0
Mookgophong|-24.5167|28.7167|-57|22.0
Jega|12.2234|4.3797|1848|22.0
Los Dos Caminos|10.4939|-66.8286|981|22.0
Kyauktan|16.6374|96.3251|759|22.0
Flero|45.4825|10.1769|1886|22.0
Barano d'Ischia|40.7147|13.9252|1838|22.0
Kesariyā|26.3499|84.8709|1302|22.0
Leesburg|28.8108|-81.8779|1257|22.0
Kajuru|10.3228|7.6846|1780|22.0
Shchuchinsk|52.9359|70.1890|1752|22.0
Min Ga Lun|16.5779|96.4619|754|22.0
Vanthli|21.4774|70.3311|1102|22.0
Magelang|-7.4706|110.2178|-350|22.0
Poznań|52.4069|16.9299|1784|22.0
Leninskoye|47.9427|132.6192|764|22.0
Juvisy-sur-Orge|48.6833|2.3833|2045|22.0
Lai Kok Estate|22.3323|114.1569|35|22.0
Marília|-22.2139|-49.9458|11|22.0
Schmalkalden|50.7214|10.4439|1820|22.0
Oakdale|44.9630|-92.9649|1202|22.0
Alpatovo|43.7028|45.2415|1948|22.0
Tecali|18.9006|-97.9706|618|22.0
Asahikawa|43.7706|142.3649|833|22.0
Bicaz|46.9167|26.0667|1745|22.0
Brandermill|37.4321|-77.6497|1113|22.0
Karakoyunlu|39.8704|43.6301|1736|22.0
San Juan Bautista|-14.0108|-75.7358|-350|22.0
Tupãssi|-24.5878|-53.5117|-256|22.0
El Haouaria|37.0500|11.0144|1984|22.0
La Bordeta|41.3740|2.1438|2230|22.0
Paulo de Faria|-20.0317|-49.4058|130|22.0
Lourdes|43.0946|-0.0461|2268|22.0
Menglang|22.5621|99.9103|717|22.0
Buenaventura|3.8801|-77.0312|544|22.0
Hajira|33.7739|73.8944|1703|22.0
Kampokpok|11.2962|124.4050|-350|22.0
El Geneina Fort|13.4748|22.4574|1609|22.0
Arfa Moussaïa|10.7667|-11.3667|1301|22.0
Itaiópolis|-26.3364|-49.9064|-201|22.0
Dobo|-5.7609|134.2340|-350|22.0
Selçuk|37.9514|27.3685|1554|22.0
Wake Forest|35.9799|-78.5097|1149|22.0
Florence|38.9990|-84.6266|1196|22.0
Kuttikkāttūr|11.2626|75.8796|461|22.0
Travilah|39.0690|-77.2630|1082|22.0
Sparanise|41.1879|14.0963|1829|22.0
Motegi|36.5167|140.1833|455|22.0
Comendador Levy Gasparian|-22.0286|-43.2050|177|22.0
Gonsenheim|50.0017|8.1965|1867|22.0
Beacon Hill|-33.7528|151.2586|-350|22.0
Huanuni|-18.2890|-66.8358|-350|22.0
Villenave-d'Ornon|44.7794|-0.5671|2245|22.0
Söğütlü|40.9059|30.4745|1612|22.0
Gaoxin|22.5476|113.9406|45|22.0
Century City|34.0556|-118.4179|597|22.0
IJsselstein|52.0200|5.0431|1899|22.0
Hermantown|46.8069|-92.2382|1142|22.0
Añasco|18.2827|-67.1396|1070|22.0
Nambol|24.6956|93.8197|988|22.0
Huixtla|15.1392|-92.4634|622|22.0
Barra de Santana|-7.5229|-35.9978|343|22.0
Mýrina|39.8748|25.0636|1608|22.0
Banyumas|-7.5142|109.2942|-350|22.0
Pran Buri|12.3849|99.9016|543|22.0
Canvey Island|51.5220|0.5809|2023|22.0
Jardas al ‘Abīd|32.3034|20.9861|1666|22.0
Tysmenytsia|48.9036|24.8469|1781|22.0
Yurihonjō|39.3895|140.0581|597|22.0
Fruitridge Pocket|38.5326|-121.4558|697|22.0
Lavinio|41.5035|12.5897|1870|22.0
Beloeil|45.5684|-73.2057|981|22.0
Huankou|34.8700|116.6697|60|22.0
Jablunkov|49.5767|18.7646|1760|22.0
Liesveld|51.9325|4.8319|1905|22.0
Almoloya del Río|19.1605|-99.4874|565|22.0
Velampālaiyam|11.1376|77.3106|475|22.0
Quéven|47.7889|-3.4162|2259|22.0
Awgu|6.0728|7.4774|1542|22.0
Korwai|24.1177|78.0401|1310|22.0
Ibaraki|34.8164|135.5683|228|22.0
Alo|-14.3110|-178.1109|-350|22.0
Welkom|-27.9774|26.7351|-325|22.0
Millis|42.1676|-71.3578|1005|22.0
Ihnāsīyah|29.0928|31.0204|1351|22.0
Yakuplu|40.9889|28.6758|1611|22.0
Patrocínio do Muriaé|-21.1525|-42.2147|216|22.0
Hunstanton|52.9500|0.5000|1986|22.0
Sarangpore|21.6359|73.0475|1147|22.0
La Junta|37.9850|-103.5438|1263|22.0
Rongxi|28.5249|108.8804|267|22.0
Emeryville|37.8313|-122.2853|625|22.0
Mādugula|17.9159|82.8158|985|22.0
Nai Chung|22.4312|114.2575|31|22.0
La Cabucelle|43.3319|5.3611|2074|22.0
Tobarra|38.5921|-1.6919|2408|22.0
Gadebusch|53.7018|11.1166|1795|22.0
Srono|-8.4000|114.2666|-350|22.0
Newtown|-27.5560|151.9325|-350|22.0
Kripenskyi|48.0771|39.0580|2009|22.0
Granadero Baigorria|-32.8568|-60.7175|-350|22.0
Alfafar|39.4167|-0.3833|2354|22.0
Yesagyo|21.6324|95.2462|898|22.0
Tišnov|49.3487|16.4244|1764|22.0
Kosigi|15.8551|77.2446|814|22.0
Al Bahah|20.0129|41.4677|921|22.0
Yamagata|38.2333|140.3667|549|22.0
Kozelets|50.9133|31.1214|1944|22.0
Gladstone|-23.8485|151.2577|-350|22.0
Nouvelle Matmata|33.6300|10.0600|2066|22.0
Pionerskoye|44.8808|34.2019|1786|22.0
Baranivka|50.2969|27.6622|1858|22.0
Piat|17.7905|121.4780|-293|22.0
Dover|39.1582|-75.5244|1059|22.0
Jales|-20.2689|-50.5458|87|22.0
Bouansa|-4.2186|13.7617|990|22.0
Embrach|47.5056|8.5941|1896|22.0
Pantubig|14.9681|120.9547|-291|22.0
Chama|-11.2130|33.1521|710|22.0
Coral Springs|26.2712|-80.2706|1239|22.0
Samā’il|23.2984|57.9531|1030|22.0
Mayfield Heights|41.5192|-81.4579|1097|22.0
Mapiripán|2.8912|-72.1333|649|22.0
Jefferson City|36.1223|-83.4924|1225|22.0
Pedregal|8.3770|-82.4295|613|22.0
North Vernon|39.0062|-85.6236|1212|22.0
Jolo|6.0522|121.0022|-347|22.0
Niamtougou|9.7681|1.1053|1646|22.0
Dzüünharaa|48.8523|106.4579|385|22.0
Biloela|-24.3959|150.5150|-350|22.0
Hecun|36.5333|114.1111|129|22.0
Sallins|53.2489|-6.6661|2187|22.0
Stakeford|55.1611|-1.5753|1976|22.0
Xindi|29.8167|113.4667|83|22.0
Middle Village|40.7165|-73.8812|1024|22.0
Linxia Chengguanzhen|35.6003|103.2064|480|22.0
Glen Innes|-36.8682|174.8602|-350|22.0
Mala|29.2826|108.8504|266|22.0
Ahmedgarh|30.6773|75.8263|1588|22.0
Puente Viru|-8.4251|-78.7810|-350|22.0
Uiju|40.1994|124.5317|241|22.0
Kirchberg|47.0854|7.5829|1929|22.0
Moab|38.5733|-109.5498|1145|22.0
Pechenihy|49.8717|36.9347|2032|22.0
San Rafael|37.9735|-122.5311|621|22.0
Rhennouch|33.9406|10.0644|2062|22.0
Dolný Kubín|49.2098|19.3034|1756|22.0
Palagianello|40.6085|16.9780|1756|22.0
Ekerö|59.2910|17.8121|1887|22.0
Rasapūdipalem|17.7331|83.3162|975|22.0
Roses|42.2620|3.1769|2174|22.0
Orpington|51.3746|0.0979|2041|22.0
Lake Forest|42.2586|-87.8406|1183|22.0
Kismayo|-0.3582|42.5454|604|22.0
Bryndwr|-43.4983|172.5901|-350|22.0
Whitehall Township|40.6668|-75.4999|1038|22.0
Seabrook|38.9740|-76.8490|1078|22.0
Yereymentau|51.6236|73.1026|1649|22.0
Guapiaçu|-20.7950|-49.2203|100|22.0
Idhnā|31.5587|34.9744|1336|22.0
Mouvaux|50.6994|3.1343|1974|22.0
San Jose|37.3394|-121.8950|617|22.0
Camuy|18.4838|-66.8449|1067|22.0
Brandon|52.3843|-1.3996|2055|22.0
Tizi Gheniff|36.5884|3.7744|2258|22.0
Qibray|41.3897|69.4650|1919|22.0
Kamigōri|34.8748|134.3619|199|22.0
Dolni Dabnik|43.4000|24.4333|1667|22.0
Cocorná|6.0573|-75.1852|725|22.0
Ferndale|51.6606|-3.4475|2140|22.0
Mranggen|-7.0268|110.5158|-350|22.0
Ceptura de Sus|45.0167|26.3167|1701|22.0
Arcore|45.6268|9.3245|1906|22.0
Pohjois-Hervanta|61.4535|23.8474|2071|22.0
Deori|21.4500|82.6167|1165|22.0
Malá Strana|50.0877|14.4045|1779|22.0
Dayapar|23.6337|68.9019|1223|22.0
Tōon|33.7943|132.8901|106|22.0
Miracema do Tocantins|-9.5672|-48.3917|497|22.0
Aktau|48.0333|72.8333|1756|22.0
Singkawang|0.9093|108.9846|-57|22.0
Caetés|-8.7731|-36.6225|348|22.0
Caçapava|-23.1008|-45.7069|90|22.0
Xiejiawan|34.8121|105.1715|401|22.0
Gloucester|51.8657|-2.2431|2097|22.0
Tammenga|5.8289|-55.2020|810|22.0
Matala|-14.7327|15.0348|264|22.0
Reading|39.2237|-84.4422|1189|22.0
Spring Lake Park|45.1077|-93.2380|1202|22.0
Şile|41.1789|29.6108|1617|22.0
Valente|-11.4122|-39.4619|382|22.0
Nakhabino|55.8485|37.1779|2232|22.0
South Shore|41.7620|-87.5778|1189|22.0
Watamu|-3.3533|40.0209|695|22.0
Padampur|20.9993|83.0632|1141|22.0
Colón|-32.2231|-58.1443|-350|22.0
Puerto Rico Trench|19.7500|-66.5000|-8376|90.0
Sebastian|27.8164|-80.4706|1244|22.0
Căuşeni|46.6374|29.4109|1774|22.0
Ambara|22.1902|78.6708|1213|22.0
Nova Serrana|-19.8761|-44.9836|224|22.0
Gobabis|-22.4534|18.9716|-166|22.0
Virpur|23.1892|73.4799|1246|22.0
Vienenburg|51.9524|10.5637|1809|22.0
Vinogradovo|56.9333|37.5500|2266|22.0
Watseka|40.7762|-87.7364|1212|22.0
Monteux|44.0362|4.9963|2071|22.0
Quissico|-24.7203|34.7425|42|22.0
Wakabayashi|35.6464|139.6595|392|22.0
Moëlan-sur-Mer|47.8140|-3.6288|2265|22.0
Gloleu|7.1290|-7.7690|1165|22.0
Gardner|38.8108|-94.9272|1316|22.0
Mühlacker|48.9475|8.8368|1869|22.0
Arasūr|11.0866|77.1146|468|22.0
Frenkendorf|47.5069|7.7165|1918|22.0
Caruaru|-8.2833|-35.9761|337|22.0
Simunjan|1.3833|110.7500|-74|22.0
Akradio|5.4372|-4.3635|1162|22.0
Westerland|54.9079|8.3033|1807|22.0
Hampshire|42.0978|-88.5304|1197|22.0
Niles|41.1828|-80.7654|1093|22.0
Bor|6.2089|31.5586|1170|22.0
Budapest XIX. kerület|47.4529|19.1494|1738|22.0
Maseru|-29.3167|27.4833|-350|22.0
Domanivka|47.6287|30.9865|1830|22.0
Cranebrook|-33.7061|150.7094|-350|22.0
Tetu|-0.4342|36.9168|865|22.0
Ninh Hòa|12.4919|109.1249|232|22.0
Comines|50.7615|3.0106|1976|22.0
Qinglong|29.7777|106.1368|388|22.0
Ouallam|14.3164|2.0860|1930|22.0
Cantley|45.5668|-75.7827|976|22.0
Māngrol|21.1227|70.1148|1075|22.0
Cosolapa|18.6007|-96.6836|657|22.0
Sishilichengzi|41.9619|86.4767|1214|22.0
Chissamba|-12.1667|17.3333|514|22.0
Lantapan|7.9978|125.0278|-350|22.0
Aobadai|35.5465|139.5172|382|22.0
Santuario|5.0742|-75.9642|650|22.0
Igrim|63.1906|64.4162|1637|22.0
Al Ḩudaydah|14.7978|42.9545|761|22.0
Sarasota|27.3364|-82.5306|1257|22.0
Imi-n-Tanout|31.1721|-8.8473|2496|22.0
São José do Rio Claro|-13.4467|-56.7214|243|22.0
Gries|47.0624|15.4242|1769|22.0
Bama|12.0357|-4.3987|1645|22.0
Ōgi|35.7667|139.7714|402|22.0
Sinton|28.0367|-97.5092|1113|22.0
Periyapattinam|9.2726|78.9023|361|22.0
Komaba|35.4333|137.7333|323|22.0
Navarcles|41.7517|1.9036|2230|22.0
Saint-Loubès|44.9172|-0.4286|2237|22.0
Miranda|3.2528|-76.2292|536|22.0
Titron|29.6682|77.3239|1537|22.0
Fuchū|35.6745|139.4822|388|22.0
North Caldwell|40.8648|-74.2582|1025|22.0
Sollefteå|63.1667|17.2667|1940|22.0
Durgapur|23.5158|87.3080|1172|22.0
Ilare|7.3507|5.1133|1579|22.0
Haukipudas|65.1765|25.3523|2184|22.0
Maḩallat Damanah|31.0729|31.4950|1373|22.0
East San Gabriel|34.0917|-118.0912|614|22.0
Xeldem|15.2500|74.0833|726|22.0
Vredenburg|-32.9072|17.9900|-350|22.0
Batna City|35.5560|6.1741|2187|22.0
Bandar Tasik Puteri|3.2853|101.4741|137|22.0
Kusatsu|35.0167|135.9667|250|22.0
Hisor|38.5250|68.5512|1893|22.0
Amuri|61.4996|23.7446|2070|22.0
Dęblin|51.5591|21.8483|1807|22.0
Calamar|10.2527|-74.9157|919|22.0
Morrisville|35.8235|-78.8256|1156|22.0
Mahe|34.3361|105.3972|394|22.0
Monaghan|54.2459|-6.9710|2161|22.0
Lyons|41.8134|-87.8181|1192|22.0
Straßgang|47.0333|15.4000|1769|22.0
Tombos|-20.9047|-42.0228|225|22.0
Bucov|44.9667|26.0833|1699|22.0
Yoshitomi|33.6025|131.1760|61|22.0
Esna|25.2934|32.5540|1259|22.0
Palmácia|-4.1503|-38.8464|427|22.0
Mahavelona|-17.6848|49.5087|112|22.0
Santa Elena|14.1702|122.3825|-350|22.0
Aïn Bessem|36.2933|3.6732|2266|22.0
Lockport|41.5895|-88.0578|1200|22.0
Gloucester|42.6140|-70.6631|1005|22.0
Meissen|51.1616|13.4737|1785|22.0
Dabou|5.3256|-4.3769|1153|22.0
Ibaretama|-4.8206|-38.8229|422|22.0
Namyang|42.9504|129.8557|483|22.0
Limay|14.5619|120.5983|-278|22.0
Río Grande|16.0111|-97.4356|450|22.0
Clifton|40.6201|-74.0771|1027|22.0
Nandigāma|16.7717|80.2860|906|22.0
Facobly|7.3883|-7.3764|1200|22.0
Ibeto|10.4854|5.1450|1764|22.0
Khāliş|33.8081|44.5334|1450|22.0
El Cóporo|19.2831|-99.8353|557|22.0
Viacha|-16.6500|-68.3000|-350|22.0
Linghai|41.1653|121.3667|233|22.0
Cross Lanes|38.4204|-81.7907|1161|22.0
Port de Pollença|39.9075|3.0814|2226|22.0
Sommariva del Bosco|44.7726|7.7818|1966|22.0
Seka|17.9285|103.9552|508|22.0
Chambly|49.1667|2.2500|2037|22.0
Kalyny|48.1440|23.8739|1756|22.0
Bad Münder am Deister|52.1955|9.4642|1820|22.0
Ōyama|34.6036|138.2172|291|22.0
Dhamda|21.4500|81.3167|1172|22.0
Lake Ridge|38.6879|-77.2978|1088|22.0
Uptown|49.2121|-122.9193|1042|22.0
Roanoke Rapids|36.4615|-77.6542|1128|22.0
Vecchiano-Nodica|43.7833|10.3844|1904|22.0
Chang’an|43.0272|129.6686|481|22.0
El Tumbador|14.8637|-91.9342|628|22.0
Ottawa|45.4112|-75.6981|978|22.0
Lesquin|50.5823|3.1190|1977|22.0
Payandé|4.2975|-75.0967|635|22.0
Debre Sīna|9.8475|39.7603|818|22.0
McMasterville|45.5501|-73.2659|981|22.0
Manapakkam|13.0158|80.1761|653|22.0
Marabá|-5.3815|-49.1323|584|22.0
Kishimoto|35.3833|133.4167|202|22.0
Satlapur|23.1130|77.5266|1260|22.0
Oakwood|39.7253|-84.1741|1176|22.0
Terme|38.1359|15.1566|1825|22.0
Taciba|-22.3897|-51.2847|-43|22.0
Hadagalli|15.0205|75.9318|737|22.0
Junnar|19.2081|73.8752|999|22.0
Lobatera|7.9300|-72.2468|874|22.0
Mocímboa|-11.3167|40.3500|549|22.0
Vaso|22.6608|72.7552|1207|22.0
Kalmar|56.6616|16.3616|1826|22.0
Kampung Simpang Renggam|1.8278|103.3000|50|22.0
Cranleigh|51.1421|-0.4837|2065|22.0
Pādiyanallūr|13.2004|80.1761|666|22.0
West Cambridge/Harvard Square|42.3725|-71.1195|1004|22.0
Mātuail|23.7121|90.4598|1093|22.0
Guia|28.1397|-15.6329|2281|22.0
Marsa Alam|25.0631|34.8901|1191|22.0
North Haven|41.3909|-72.8595|1012|22.0
Koratagere|13.5220|77.2373|649|22.0
Māliya|23.0930|70.7588|1212|22.0
Tetlanohcán|19.2603|-98.1643|632|22.0
Shepetivka|50.1812|27.0652|1845|22.0
Sontra|51.0717|9.9356|1824|22.0
Desvres|50.6688|1.8348|2010|22.0
Dahbed|39.7644|66.9163|1941|22.0
Zürich (Kreis 7)|47.3733|8.5804|1898|22.0
Aksum|14.1211|38.7234|906|22.0
Roseville|42.4973|-82.9371|1099|22.0
Bannalec|47.9324|-3.6984|2264|22.0
Ebebiyin|2.1522|11.3301|1363|22.0
Paraná|-31.7327|-60.5290|-350|22.0
Bharūch|21.6948|72.9805|1150|22.0
Nakaloke|1.1500|34.1500|1001|22.0
Nangan|26.1504|119.9328|-151|22.0
Washington|54.9000|-1.5167|1983|22.0
Baiyang|30.8164|108.6110|272|22.0
Barghāt|22.0307|79.7328|1204|22.0
Xochimilco|19.2547|-99.1036|589|22.0
Konin|52.2234|18.2512|1788|22.0
Derry|54.9981|-7.3093|2144|22.0
Baranovichi|53.1325|26.0077|1909|22.0
Thaikattussery|10.4601|76.2436|407|22.0
Omsk|54.9924|73.3686|1519|22.0
Bato|13.3528|123.3677|-350|22.0
Alhandra|-7.4386|-34.9144|319|22.0
Morningside|43.7873|-79.2064|1024|22.0
Saint-Julien-en-Genevois|46.1443|6.0826|1991|22.0
L'Isle-d'Abeau|45.6196|5.2247|2029|22.0
Merl|49.6033|6.0956|1921|22.0
Tonga Trench|-23.2580|-174.7260|-10800|95.0
Zofío|40.3794|-3.7153|2441|22.0
Richland|46.2857|-119.2845|1080|22.0
Sivni|20.6880|77.0489|1124|22.0
Ezhome|12.0300|75.2819|509|22.0
Latina|40.3890|-3.7457|2442|22.0
Soanindrariny|-19.9000|47.2333|151|22.0
Amatitán|20.8342|-103.7302|473|22.0
Tai’an|30.0660|105.8093|402|22.0
Gisborne|-37.4886|144.5942|-350|22.0
Altdorf|46.8804|8.6444|1905|22.0
Heishan|41.6892|122.1128|262|22.0
Atencingo|18.5135|-98.6054|563|22.0
Douglaston|40.7687|-73.7471|1023|22.0
Pawgan|16.9084|96.0978|773|22.0
Ubstadt-Weiher|49.1630|8.6317|1870|22.0
Mongar|27.2747|91.2396|1111|22.0
Tomioka|32.5186|130.0359|-10|22.0
Lonand|18.0404|74.1872|924|22.0
Taito|35.7075|139.7788|399|22.0
Marka|1.7159|44.7717|511|22.0
Târgu Mureş|46.5425|24.5575|1727|22.0
Sabak Bernam|3.7698|100.9879|165|22.0
Álvares Machado|-22.0794|-51.4719|-34|22.0
Sóller|39.7662|2.7152|2242|22.0
Idlib|35.9306|36.6339|1473|22.0
Villa Luvianos|18.9200|-100.2983|510|22.0
Muttanampālaiyam|11.0845|77.3969|472|22.0
Meadowbrook|37.4488|-77.4735|1110|22.0
St. Pauli|53.5570|9.9640|1804|22.0
Kleinblittersdorf|49.1578|7.0373|1906|22.0
Speightstown|13.2507|-59.6440|935|22.0
Simbach am Inn|48.2655|13.0231|1799|22.0
Huatusco|19.1488|-96.9676|679|22.0
Esqueda|30.7275|-109.5878|808|22.0
Justice|41.7445|-87.8378|1194|22.0
Archway|51.5673|-0.1341|2043|22.0
Hoogeveen|52.7225|6.4764|1858|22.0
Timbo|10.6333|-11.8333|1273|22.0
Pazin|45.2392|13.9395|1800|22.0
Sig|35.5283|-0.1937|2399|22.0
Sullana|-4.9039|-80.6853|-246|22.0
Ilgaz|40.9251|33.6259|1633|22.0
Croxley Green|51.6333|-0.4500|2050|22.0
Dalyoni Bolo|39.7490|68.9957|1909|22.0
Zhosaly|45.4878|64.0781|2066|22.0
Pires do Rio|-17.2997|-48.2794|266|22.0
Al-Fashaqah|14.3973|35.8667|1029|22.0
Mānikpur|25.0608|81.0996|1329|22.0
Nanjin|29.9850|106.2653|381|22.0
Haslach|48.5653|8.0566|1892|22.0
Nārāyanavanam|13.4256|79.5888|675|22.0
Inzhavino|52.3198|42.4915|2223|22.0
Pathanāmthitta|9.2667|76.7833|326|22.0
Upper Land|19.3626|-81.3870|1131|22.0
Toyohama|34.7093|136.9342|260|22.0
Benedita|39.4247|-8.9700|2574|22.0
Nola|40.9261|14.5282|1819|22.0
Kawasan Penempatan Ulu Benut Lima|1.7439|103.3207|45|22.0
Tut|37.7953|37.9161|1555|22.0
Monterrey|4.8780|-72.8958|728|22.0
N’diareme limamoulaye|14.7815|-17.3841|1357|22.0
Bruckberg|48.5224|11.9945|1814|22.0
Lindsay|36.2030|-119.0882|683|22.0
Škofljica|45.9841|14.5748|1785|22.0
Mulongo|-7.8349|26.9985|905|22.0
Jora|26.3421|77.8092|1411|22.0
São José do Cerrito|-27.6631|-50.5800|-303|22.0
Iporã|-24.0031|-53.7042|-230|22.0
Kondopoga|62.2041|34.2693|2314|22.0
Gălăneşti|47.9167|25.8000|1767|22.0
Greenville|33.4090|-91.0598|1309|22.0
Ojus|25.9484|-80.1506|1236|22.0
Selsey|50.7350|-0.7898|2086|22.0
Las Guáranas|19.1931|-70.2083|1113|22.0
Aldeia de Paio Pires|38.6167|-9.0833|2578|22.0
Rānpur|22.3516|71.7118|1177|22.0
Nikol’sk|59.5353|45.4574|2352|22.0
Āq Qalā|37.0139|54.4550|1788|22.0
Gostagayevskaya|45.0228|37.5051|1852|22.0
Vorontsovka|50.6132|40.3549|2131|22.0
Dhamtari|20.7072|81.5487|1134|22.0
Kunri|25.1787|69.5657|1327|22.0
Maughold|54.2988|-4.3184|2080|22.0
Gorham|43.6795|-70.4442|1003|22.0
Ore|6.7472|4.8761|1535|22.0
Maurilândia|-17.9708|-50.3386|198|22.0
Karuri|-0.7000|37.1833|850|22.0
Pulilan|14.9017|120.8492|-287|22.0
Du Quoin|38.0114|-89.2362|1277|22.0
Barnt Green|52.3590|-2.0072|2074|22.0
Merrick|40.6629|-73.5515|1023|22.0
Fangda Town|22.5557|113.9728|44|22.0
Metelen|52.1443|7.2127|1854|22.0
La Concepción|8.5167|-82.6239|614|22.0
Nhlazatje|-26.0403|30.7927|-107|22.0
Shima|29.6312|105.8307|404|22.0
Ouellé|7.2961|-4.0136|1315|22.0
Breitenfurt bei Wien|48.1333|16.1500|1762|22.0
The Hague|52.0767|4.2986|1914|22.0
Maillardville|49.2384|-122.8668|1045|22.0
Ryazanskaya|44.9553|39.5889|1891|22.0
Droichead Nua|53.1819|-6.7967|2194|22.0
Andada|21.6559|73.0215|1148|22.0
English Bay|49.2846|-123.1425|1037|22.0
Kulhudhuffushi|6.6221|73.0700|80|22.0
Solnechnyy|50.5833|137.0333|930|22.0
Dachang Shandao|39.2756|122.6000|177|22.0
kankrabari Dovan|27.6288|85.4593|1314|22.0
Lesina|41.8612|15.3532|1790|22.0
Radotín|49.9898|14.3657|1779|22.0
Escuintla|14.3010|-90.7882|641|22.0
Alnif|31.1141|-5.1715|2484|22.0
Kiefersfelden|47.6141|12.1910|1817|22.0
Hirokawa|33.2429|130.5521|32|22.0
Elz|50.4167|8.0333|1864|22.0
Dommasandra|12.8779|77.7535|610|22.0
Ribeira do Amparo|-11.0472|-38.4333|368|22.0
Rauma|61.1272|21.5113|2005|22.0
Klintsy|52.7603|32.2390|2031|22.0
Niyor|2.0945|103.2807|64|22.0
Karera|25.4581|78.1358|1371|22.0
Columbia|35.6151|-87.0353|1277|22.0
Abington|42.1048|-70.9453|1006|22.0
Zürich (Kreis 10) / Höngg|47.4031|8.4971|1900|22.0
Gazli|40.1311|63.4571|1980|22.0
Suzdal’|56.4241|40.4498|2297|22.0
Villa Madero|19.3918|-101.2787|495|22.0
Duoba|36.6579|101.5337|546|22.0
Bizen|34.7867|134.2354|191|22.0
Ełk|53.8282|22.3647|1861|22.0
Foiano della Chiana|43.2532|11.8165|1871|22.0
Quakertown|40.4418|-75.3416|1039|22.0
Radekhiv|50.2809|24.6384|1812|22.0
São Ludgero|-28.3258|-49.1767|-279|22.0
Od|22.6210|73.1172|1209|22.0
Nagadoukou|6.4258|-5.7813|1186|22.0
Cupar|56.3188|-3.0120|1977|22.0
Escalon|37.7978|-120.9979|680|22.0
Newton Corner|42.3612|-71.1953|1004|22.0
Maguan|35.0662|106.0332|363|22.0
Neeroeteren|51.0916|5.6993|1902|22.0
Lagkadás|40.7500|23.0667|1641|22.0
East Lake|28.1108|-82.6948|1261|22.0
Mpigi|0.2250|32.3136|1057|22.0
Zalţan|32.9470|11.8667|2004|22.0
Sherborne|50.9460|-2.5178|2134|22.0
Santa Clara|40.1998|-8.4402|2559|22.0
Urucurituba|-3.1287|-58.1550|647|22.0
Santa María Totoltepec|19.3065|-99.5928|569|22.0
Újpalota|47.5373|19.1441|1739|22.0
Tebingtinggi|3.3285|99.1625|147|22.0
Arapoti|-24.1578|-49.8267|-83|22.0
Baudhuinville|-7.0841|29.7368|916|22.0
Ketengah Jaya|4.5722|103.3188|182|22.0
Eenhana|-17.4854|16.3294|104|22.0
Murphy|38.4903|-90.4871|1285|22.0
Shklov|54.2130|30.2872|2033|22.0
Kansbahal|22.2164|84.6635|1177|22.0
North Sound Estates|19.2930|-81.3024|1130|22.0
Hradec Králové|50.2092|15.8328|1770|22.0
Plopeni|45.0496|25.9520|1700|22.0
Santa Cecília|-26.9608|-50.4269|-257|22.0
Cezarina|-16.9719|-49.7758|252|22.0
Xinyuan|43.4265|83.2496|1350|22.0
Ponteland|55.0502|-1.7453|1984|22.0
Qızılhacılı|40.5772|46.8578|1833|22.0
Mhangura|-16.8939|30.1683|438|22.0
Chippenham|51.4600|-2.1247|2106|22.0
Cramlington|55.0865|-1.5860|1979|22.0
Pātūr|20.4609|76.9373|1109|22.0
Kaysville|41.0352|-111.9386|1150|22.0
Rājgarh|28.6420|75.3861|1520|22.0
Partizánske|48.6286|18.3846|1751|22.0
Zlaté Moravce|48.3855|18.4006|1749|22.0
Colombia|3.3761|-74.8015|593|22.0
Siburan|1.3667|110.4000|-67|22.0
Ngouri|8.5135|16.0068|1677|22.0
Rio de Janeiro|-22.9064|-43.1822|148|22.0
Jixian|46.7259|131.1331|680|22.0
Zelenogorsk|60.1997|29.7018|2186|22.0
Anié|7.7500|1.2000|1513|22.0
Ivankiv|50.9387|29.8943|1920|22.0
Podgornoye|51.7362|39.1483|2146|22.0
Kiveton Park|53.3412|-1.2550|2022|22.0
Xincheng|34.8558|106.2207|357|22.0
Narasaraopet|16.2349|80.0493|870|22.0
Ouro Verde do Oeste|-24.7732|-53.9044|-284|22.0
Irvington|40.7323|-74.2349|1027|22.0
La Negreta|20.5274|-100.4511|609|22.0
Puerto Esperanza|-26.0227|-54.6136|-350|22.0
Tatarka|50.4694|30.4865|1916|22.0
Mehndāwal|26.9758|83.1099|1358|22.0
Kashira|54.8476|38.1821|2223|22.0
Gan|7.0660|-7.8938|1156|22.0
Rodas|22.3418|-80.5560|1200|22.0
Koufália|40.7778|22.5719|1648|22.0
Coronel Fabriciano|-19.5186|-42.6289|259|22.0
Country Club|25.9481|-80.3170|1237|22.0
Sarov|54.9480|43.3152|2299|22.0
Mezapa|15.5833|-87.6500|838|22.0
Llandudno|53.3250|-3.8315|2098|22.0
La Ravoire|45.5627|5.9583|2007|22.0
Nūrpur|32.3015|75.8848|1634|22.0
Lake Forest|33.6470|-117.6892|607|22.0
Kebri Dahar|6.7400|44.2781|583|22.0
Lerum|57.7705|12.2690|1797|22.0
